Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
" , in perusing the Matters for Evidence deliver'd unto him , took for Lyth , as the Clerk of the Crown also afterwards did in reading the same Paper . THOWARD2-E2-P1,1,90.256 Then was produc'd an Examination of the Bishop of Rosse , taken at the Towe",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,reading,thoward2-e2-p1.txt,EModE
"f which , be the Coal never so long , you may easily blow through it ; HOOKE-E3-P1,101.9 and this you may presently find , by wetting one end of it with Spittle , and blowing at the other . HOOKE-E3-P1,101.10 But this is not all , HOOKE-E3-P1,101.11 ",VG,achievement,achievement,achievement,bound,bound,telic,bound,wetting,hooke-e3-p1.txt,EModE
"ORD-E2-P1,C3R.80 Such people as can thus driue him away , or by thrusting a spitte red hot into their creame , are farre from knowing the spirituall battel , which we are to warre vnder the banner of Christ against the deuill , GIFFORD-E2-P1,C3R.81 m",VG,state,state,state,unbound,unbound,atelic,neutral,knowing,gifford-e2-p1.txt,EModE
" soul to serve him : BURNETCHA-E3-P1,2,167.199 and yet he did suffer the four ruffians to go to Windsor to kill him , without giving him any notice of his danger . BURNETCHA-E3-P1,2,167.200 These were characters strong enough to give suspicion , if C",VG,achievement,activity,activity,unbound,unbound,telic,unbound,giving,burnetcha-e3-p1.txt,EModE
".130 and that which is my comfort she goeth not far , EOXINDEN-1660-E3-H,333.131 for it is not posible for me to live without seeing her . EOXINDEN-1660-E3-H,333.132 For ought I know I will continue with her in the winter EOXINDEN-1660-E3-H,333.133 a",VG,state,state,state,unbound,unbound,atelic,unbound,seeing,eoxinden-1660-e3-h.txt,EModE
"-E2-P1,C2V.67 and they will seeme to be but meane fellowes , busied about making drink that it shall not work in the fat , in keeping cheese from running , and butter from comming , in killing hennes or hogges , or making men lame . GIFFORD-E2-P1,C2V",VG,activity,activity,activity,unbound,unbound,atelic,unbound,keeping,gifford-e2-p1.txt,EModE
"morning ; because there passeth up much more sap , or juice , in the day time , than in the night ; as was observed by him in piercing the Birch tree , and other Trees , to get the liquor , that distills out of them , for Physical uses ; LANGF-E3-H,3",VG,achievement,activity,activity,unbound,unbound,telic,unbound,piercing,langf-e3-h.txt,EModE
"e hee is then in his swift motion , BLUNDEV-E2-P1,146V.211 and the time hath beene that he hath spent aboue ten dayes more in making his North declination , then in making his South declination : BLUNDEV-E2-P1,146V.212 neither is the greatest declina",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making ,blundev-e2-p1.txt,EModE
" Romantick Pleasure of surprizing your Mistriss ; fall desperately in Love , as soon as you see her ; make that your Plea for Marrying her immediately , VANBR-E3-P2,31.277 and when the Fatigue of the $Wedding-Night $'s {TEXT:Wedding-Night's} over , y",VG,achievement,achievement,achievement,bound,bound,telic,neutral,marrying,vanbr-e3-p2.txt,EModE
",163.324 and was not forward to execute the laws against them : BURNETCHA-E3-H,1.2,163.325 and he , to avoid the being put on doing that , was not apt to search for priests or mass-houses : so that few men of his zeal lived in better terms with the p",VG,achievement,achievement,achievement,bound,bound,telic,neutral,doing,burnetcha-e3-h.txt,EModE
" the same at their hands , which professe to be Christians , GIFFORD-E2-P2,G1V.167 and thus worshipping him , he ceaseth from hurting their bodies , or their cattell , as gaining a greater matter . GIFFORD-E2-P2,G1V.168 M.B. If it be so as I am not a",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,hurting,gifford-e2-p2.txt,EModE
"down . LANGF-E3-H,125.294 You will therefore find it often necessary to practice the direction formerly given in this Book of taking off some of the old Wood of Trees , LANGF-E3-H,125.295 CHAP. 8 . LANGF-E3-H,125.297 Sect. 7 . LANGF-E3-H,125.299 And ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,taking,langf-e3-h.txt,EModE
"148 The earl of Crawford had been his fellow prisoner for ten years , BURNETCHA-E3-P1,1,186.150 and that was a good title for maintaining him in the post he had before , of being lord treasurer . BURNETCHA-E3-P1,1,186.151 He was a sincere but weak ma",VG,state,state,state,unbound,unbound,atelic,neutral,maintaining,burnetcha-e3-p1.txt,EModE
"isoner for ten years , BURNETCHA-E3-P1,1,186.150 and that was a good title for maintaining him in the post he had before , of being lord treasurer . BURNETCHA-E3-P1,1,186.151 He was a sincere but weak man , passionate and indiscreet , BURNETCHA-E3-P1",VG,state,state,state,unbound,unbound,atelic,neutral,being,burnetcha-e3-p1.txt,EModE
" , if he have his Trees upon trust from others , who make a Trade of selling them , and are therefore many times incurious in raising them , and instead of the right kind if they can get any thing by it will not stick to put him off with another . LA",VG,activity,activity,activity,unbound,unbound,atelic,unbound,raising,langf-e3-p1.txt,EModE
"ry expressive look at that particular portion of Mr Smangle's attire , by the appearance of which the skill of laundresses in getting up gentlemen's linen is generally tested , that he was fain to turn upon his heel , and , for the present at any rat",VG,activity,activity,activity,unbound,unbound,atelic,unbound,getting_up,dickens-1837.txt,LModE
"a royall state , if the consciences and soules of a prince's subjects should be commanded by a forreine prince . Because , by commanding their consciences and soules , he might easily command both ther bodyes and estates to what endes he pleased . HA",VG,activity,activity,activity,unbound,unbound,atelic,unbound,commanding,hayward-e2-p1.txt,EModE
"Thus when they are cursed of God , they shall curse one another , curse the Lord for condemning them , curse their sinnes for accusing them , curse their parents for begetting them , and curse themselues , because they $can $not {TEXT:cannot} helpe t",VG,achievement,achievement,achievement,bound,bound,telic,bound,accusing,smith-e2-h.txt,EModE
"with them about this matter , we will for quietness sake compound it thus ; That till they can clearly acquit themselves from being Idolaters , they shall never more against their wills be esteemed a true Church . TILLOTS-C-E3-P2,470.223 And now to d",VG,state,state,state,unbound,unbound,atelic,unbound,being,tillots-c-e3-p2.txt,EModE
" scale , AUNGIER-E3-P2,9,P.50 And our Addresse now will be more gratefull to his Ma=tie= because there is a latitude left for keeping his first word with ye King of France , AUNGIER-E3-P2,9,P.51 And by Mr Secretary Coventry it was intimated to us tha",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,keeping,aungier-e3-p2.txt,EModE
"NDEV-E2-P1,146V.211 and the time hath beene that he hath spent aboue ten dayes more in making his North declination , then in making his South declination : BLUNDEV-E2-P1,146V.212 neither is the greatest declination of the Sunne in all ages of like q",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making,blundev-e2-p1.txt,EModE
"aw the king's affairs and the state of the nation required a speedy session . BURNETCHA-E3-P2,2,187.223 He saw little hope of recovering himself with that parliament , whence so great a majority was already so deeply engaged : BURNETCHA-E3-P2,2,187.2",VG,achievement,achievement,achievement,bound,bound,telic,neutral,recovering,burnetcha-e3-p2.txt,EModE
" into the Minds of wise Men , may witness for me , that I had no other end in aspiring to the Magistracy , than that one , of doing good to all , and protecting the Vertuous and Just . BOETHPR-E3-P1,17.23 Hence was I look'd upon by evil Men as their ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,going,boethpr-e3-p1.txt,EModE
"HOBY-E2-H,76.200 then Mr Hoby Came home , with whom I talked tell diner time : HOBY-E2-H,76.201 after diner I was busie about presaruing quinces , HOBY-E2-H,76.202 and , a Litle before supper time , I walked about the house : HOBY-E2-H,76.203 then I ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,preserving,hoby-e2-h.txt,EModE
"E3-P2,249.96 And if there were six hundred Scholars or more in a Schoole , they might all fitly be ranked into six Forms , by putting those of equal age and abilities together , HOOLE-E3-P2,249.97 and the toyle in hearing Parts , or Lessons , and per",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,putting,hoole-e3-p2.txt,EModE
"rince , were cast in every man's conceite as present perills ; HAYWARD-E2-P1,1.9 but noe man did buysy {COM:sic} his witts in contriving remedyes . HAYWARD-E2-P1,1.10 They who held themselves in dangere , seemed to desire nothing but safety : HAYWARD",VG,activity,activity,activity,unbound,unbound,atelic,unbound,contriving,hayward-e2-p1.txt,EModE
" the contempt of injudicious people . TILLOTS-A-E3-H,429.118 The gravest book that ever was written may be made ridiculous by applying the sayings of it to a foolish purpose . TILLOTS-A-E3-H,429.119 For a jest may be obtruded upon any thing . TILLOTS",VG,achievement,activity,activity,unbound,unbound,telic,unbound,applying,tillots-a-e3-h.txt,EModE
" use any thing that shall look like an excuse , I will rather give you such an account which you can easily reprove , then by declining your commands , seem more safe in my prudence , then open and communicative in my friendship to you . JETAYLORMEAS",VG,achievement,activity,activity,unbound,unbound,telic,unbound,declining,jetaylormeas-e3-p1.txt,EModE
"ason , though the declivity of corrupt nature makes , that they do not much minde them , where there is no feare of a rod for doing amisse . HOOLE-E3-P2,235.16 Yet sometimes it may be best to say onely , Do this , or do it not , where you think it of",VG,activity,activity,activity,unbound,unbound,atelic,neutral,doing,hoole-e3-p2.txt,EModE
"t those things which the greatest part of mankind reverence . TILLOTS-A-E3-H,427.90 As if a man should be accounted a Wit for reviling those in Authority , which is no more an argument of any man's wit than it is of his discretion . TILLOTS-A-E3-H,42",VG,activity,activity,activity,unbound,unbound,atelic,neutral,reviling,tillots-a-e3-h.txt,EModE
"AYLOR-E2-P2,3,96.C1.278 The one of them being taken , apprehended and racked , for ripping vp a liue woman with child , & for taking the infant out of her body , did sow a liuing puppy into her belly ; all w=ch= he confessed he did , to make properti",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,taking,jotaylor-e2-p2.txt,EModE
"uing of the same Species it was before , will need nothing save the continuance of that acquired disposition to be capable of performing Magnetical Operations ; BOYLE-E3-P1,3M.35 EXPER. II . BOYLE-E3-P1,3M.37 and if this disposition or internal const",VG,activity,activity,activity,unbound,unbound,atelic,neutral,performing,boyle-e3-p1.txt,EModE
"want of intelligence . LOCKE-E3-P2,70.92 65 . LOCKE-E3-P2,70.93 This is what I have thought concerning the generall method of Educating your son , which though I am apt to thinke may have some influence on the whole course of his Education , yet I am",VG,activity,activity,activity,unbound,unbound,atelic,neutral,educating,locke-e3-p2.txt,EModE
"me , a Parliament was held at London , where the Nobility of the Realme remayned with a more constant countenance , eyther as holding themselves assured , or for that they would not descend to any other seeming . HAYWARD-E2-H,2.2 When they received c",VG,state,state,state,unbound,unbound,atelic,neutral,holding,hayward-e2-h.txt,EModE
" they grow bigger you must cut them thinner , which will be worse for the Tree . LANGF-E3-H,125.302 Another Evil is common in suffering too much Fruit to grow upon Trees especially Wall-Trees wherefore if it be so , pluck off some where they stand in",VG,activity,activity,activity,unbound,unbound,atelic,unbound,suffering,langf-e3-h.txt,EModE
"& a declaration to back the good order of Elections , with greate professions of maintaining the Ch: of England : but without giving any sort of satisfaction to people , who now began to shew their high discontent at several things in the Government ",VG,achievement,activity,activity,unbound,unbound,telic,unbound,giving,evelyn-e3-p2.txt,EModE
"ths of Misery . BOETHPR-E3-P1,63.407 And since we know well , that many Men have endeavoured to obtain Felicity , not only by undergoing Death , but by suffering the most cruel Pains and Torments , how then can it be imagined that this present Life c",VG,activity,activity,activity,unbound,unbound,atelic,unbound,undergoing,boethpr-e3-p1.txt,EModE
